,adult_main,budget_main,id_main,release_date_main,revenue_main,runtime_main,original_language_main,Action_genre_main,Adventure_genre_main,Animation_genre_main,Comedy_genre_main,Crime_genre_main,Documentary_genre_main,Drama_genre_main,Family_genre_main,Fantasy_genre_main,History_genre_main,Horror_genre_main,Music_genre_main,Mystery_genre_main,Romance_genre_main,Science Fiction_genre_main,TV Movie_genre_main,Thriller_genre_main,War_genre_main,Western_genre_main,collection_popularity_coll_details,popularity_crew,0_gender_crew,1_gender_crew,2_gender_crew,3_gender_crew,Directing_relevance_crew,popularity_crew_2,0_gender_crew_2,1_gender_crew_2,2_gender_crew_2,3_gender_crew_2,Directing_relevance_crew_2,popularity_crew_3,0_gender_crew_3,1_gender_crew_3,2_gender_crew_3,3_gender_crew_3,Directing_relevance_crew_3,popularity_cast,2_gender_cast,1_gender_cast,0_gender_cast,3_gender_cast,Acting_relevance_cast,popularity_cast_2,2_gender_cast_2,1_gender_cast_2,0_gender_cast_2,3_gender_cast_2,Acting_relevance_cast_2,popularity_cast_3,2_gender_cast_3,1_gender_cast_3,0_gender_cast_3,3_gender_cast_3,Acting_relevance_cast_3,popularity_cast_4,2_gender_cast_4,1_gender_cast_4,0_gender_cast_4,3_gender_cast_4,Acting_relevance_cast_4,popularity_cast_5,2_gender_cast_5,1_gender_cast_5,0_gender_cast_5,3_gender_cast_5,Acting_relevance_cast_5
6968,False,40000000.0,11158.0,7/16/1992,58662452.0,89.0,en,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.947000000000001,1.005,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.853,0.0,1.0,0.0,0.0,1.0,4.798,1.0,0.0,0.0,0.0,1.0,0.6,1.0,0.0,0.0,0.0,1.0,1.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6969,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417
6971,False,27000000.0,13092.0,10/2/2008,17286299.0,110.0,en,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.856,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.114,0.0,1.0,0.0,0.0,1.0,15.969,0.0,1.0,0.0,0.0,1.0,2.923,1.0,0.0,0.0,0.0,1.0,7.672,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6973,False,60000000.0,11128.0,10/1/2004,74541707.0,115.0,en,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.442,1.0,0.0,0.0,0.0,1.0,5.77,0.0,1.0,0.0,0.0,1.0,20.968,1.0,0.0,0.0,0.0,1.0,2.161,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6974,False,2500000.0,401.0,7/28/2004,26781723.0,102.0,en,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.477,0.0,1.0,0.0,0.0,1.0,3.525,1.0,0.0,0.0,0.0,1.0,4.262,1.0,0.0,0.0,0.0,1.0,8.392,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6975,False,900000.0,1678.0,11/3/1954,2250000.0,96.0,ja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.608066666666666,1.036,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618,0.0,1.0,0.0,0.0,1.0,2.299,1.0,0.0,0.0,0.0,1.0,1.339,1.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6978,False,45000000.0,11866.0,12/17/2004,21009180.0,113.0,en,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.146,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.229,1.0,0.0,0.0,0.0,1.0,8.512,1.0,0.0,0.0,0.0,1.0,9.938,0.0,1.0,0.0,0.0,1.0,2.294,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6982,False,15000000.0,6961.0,2/4/2005,47175038.0,88.0,en,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.953,1.0,0.0,0.0,0.0,1.0,17.908,0.0,1.0,0.0,0.0,1.0,5.808,1.0,0.0,0.0,0.0,1.0,1.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6987,False,1500000.0,10707.0,10/5/2005,11098131.0,81.0,en,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.278,0.0,1.0,0.0,0.0,1.0,5.797,1.0,0.0,0.0,0.0,1.0,0.6,1.0,0.0,0.0,0.0,1.0,5.466,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6988,False,7000000.0,446101.0,9/21/2018,2900000.0,108.0,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.306,0.0,1.0,0.0,0.0,1.0,0.833,0.0,1.0,0.0,0.0,1.0,4.424,0.0,1.0,0.0,0.0,1.0,9.828,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6989,False,700000.0,336011.0,9/2/2016,200242.0,88.0,en,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.98,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42,1.0,0.0,0.0,0.0,1.0,8.191,1.0,0.0,0.0,0.0,1.0,6.88,1.0,0.0,0.0,0.0,1.0,5.124,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6990,False,35000000.0,321741.0,11/12/2015,50363790.0,123.0,en,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.326,1.0,0.0,0.0,0.0,1.0,6.978,1.0,0.0,0.0,0.0,1.0,5.253,0.0,1.0,0.0,0.0,1.0,8.098,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6991,False,355000.0,138.0,2/12/1931,700000.0,72.0,en,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938399999999999,1.214,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.891,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,0.0,1.0,1.802,1.0,0.0,0.0,0.0,1.0,0.781,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6994,False,35000000.0,18320.0,3/4/2009,29196409.0,105.0,en,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.758,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005,1.0,0.0,0.0,0.0,1.0,7.616,1.0,0.0,0.0,0.0,1.0,5.131,0.0,1.0,0.0,0.0,1.0,6.506,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6995,False,25000000.0,866.0,10/17/2004,116766556.0,106.0,en,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.72,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,0.0,1.0,0.0,0.0,1.0,4.161,0.0,1.0,0.0,0.0,1.0,6.055,1.0,0.0,0.0,0.0,1.0,13.497,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6997,False,20000000.0,269148.0,10/15/2014,151530.0,118.0,fr,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.903,0.0,1.0,0.0,0.0,1.0,3.193,1.0,0.0,0.0,0.0,1.0,0.656,0.0,1.0,0.0,0.0,1.0,1.297,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6999,False,50000000.0,11515.0,11/8/2006,9448082.0,114.0,en,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.05,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.477,0.0,1.0,0.0,0.0,1.0,11.756,1.0,0.0,0.0,0.0,1.0,10.064,1.0,0.0,0.0,0.0,1.0,1.38,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7000,False,5000000.0,9900.0,1/6/2006,6538177.0,94.0,en,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.989,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.324,1.0,0.0,0.0,0.0,1.0,4.179,1.0,0.0,0.0,0.0,1.0,1.392,0.0,1.0,0.0,0.0,1.0,3.464,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7002,False,9000000.0,11797.0,8/2/1985,24922237.0,106.0,en,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9695,2.67,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.129,1.0,0.0,0.0,0.0,1.0,2.443,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7003,False,10000000.0,404.0,10/15/1999,6203044.0,112.0,en,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.062,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.293,0.0,1.0,0.0,0.0,1.0,1.094,0.0,1.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7004,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417
7006,False,25000000.0,11548.0,12/18/1987,65088797.0,106.0,en,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.911,0.0,1.0,0.0,0.0,1.0,3.077,1.0,0.0,0.0,0.0,1.0,1.817,0.0,1.0,0.0,0.0,1.0,0.62,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7008,False,20000000.0,60062.0,6/10/2011,14166853.0,91.0,en,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.651,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,1.0,17.124,0.0,1.0,0.0,0.0,1.0,2.743,0.0,1.0,0.0,0.0,1.0,1.153,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7009,False,28000000.0,28032.0,3/29/1994,11373501.0,87.0,en,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.372,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,1.0,0.0,0.0,1.0,1.336,0.0,1.0,0.0,0.0,1.0,0.724,1.0,0.0,0.0,0.0,1.0,1.337,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7015,False,11700000.0,11087.0,1/10/1992,88036683.0,110.0,en,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.545,0.0,1.0,0.0,0.0,1.0,3.716,1.0,0.0,0.0,0.0,1.0,6.597,1.0,0.0,0.0,0.0,1.0,8.465,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7016,False,35000000.0,14148.0,8/4/2007,7155358.0,105.0,en,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.274,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,1.0,0.0,0.0,1.0,4.742,0.0,1.0,0.0,0.0,1.0,3.805,1.0,0.0,0.0,0.0,1.0,1.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7019,False,20000000.0,12819.0,9/17/2010,50500000.0,88.0,en,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7665,0.6,0.0,0.0,1.0,0.0,1.0,1.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.998,1.0,0.0,0.0,0.0,1.0,4.055,1.0,0.0,0.0,0.0,1.0,7.85,0.0,1.0,0.0,0.0,1.0,6.681,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7020,False,47000000.0,1492.0,10/9/1992,7191399.0,154.0,en,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.199,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.381,1.0,0.0,0.0,0.0,1.0,10.663,0.0,1.0,0.0,0.0,1.0,1.685,1.0,0.0,0.0,0.0,1.0,3.808,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7026,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417
7027,False,40000000.0,9801.0,11/10/2004,262500000.0,108.0,en,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.113,1.411,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.438,1.0,0.0,0.0,0.0,1.0,6.836,1.0,0.0,0.0,0.0,1.0,5.77,0.0,1.0,0.0,0.0,1.0,6.506,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7030,False,4000000.0,85545.0,9/9/2011,911466.0,96.0,fr,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.615,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011,0.0,1.0,0.0,0.0,1.0,5.12,0.0,1.0,0.0,0.0,1.0,0.8,1.0,0.0,0.0,0.0,1.0,1.052,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7031,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417,32537975.0708417
7032,False,17000000.0,11411.0,7/23/1987,19300000.0,90.0,en,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0916,1.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.997,0.0,1.0,0.0,0.0,1.0,7.81,1.0,0.0,0.0,0.0,1.0,2.072,1.0,0.0,0.0,0.0,1.0,1.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7035,False,80000000.0,41515.0,12/17/2010,203509374.0,80.0,en,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.718,1.0,0.0,0.0,0.0,1.0,11.617,0.0,1.0,0.0,0.0,1.0,7.983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.614,1.0,0.0,0.0,0.0,1.0
7038,False,7500000.0,7735.0,3/11/2008,19000000.0,107.0,de,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.427,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.687,1.0,0.0,0.0,0.0,1.0,4.155,1.0,0.0,0.0,0.0,1.0,2.832,0.0,1.0,0.0,0.0,1.0,2.852,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7039,False,14000000.0,492611.0,1/23/2020,18472775.0,94.0,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.03,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,1.0,0.0,0.0,0.0,1.0,1.313,0.0,1.0,0.0,0.0,1.0,1.186,1.0,0.0,0.0,0.0,1.0,3.607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7041,False,45000000.0,10027.0,2/2/2005,50871113.0,103.0,en,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.146,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.048,1.0,0.0,0.0,0.0,1.0,2.661,1.0,0.0,0.0,0.0,1.0,7.286,1.0,0.0,0.0,0.0,1.0,0.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7043,False,1000000.0,430231.0,4/6/2018,956425.0,112.0,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,1.566,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.637,0.0,1.0,0.0,0.0,1.0,2.341,1.0,0.0,0.0,0.0,1.0,0.84,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
